:START_ID(Person),:END_ID(Paper)
1699192_corr,2529bb021fda27e1b4012ea62d68c26fd53efcd3
21024202_corr,ff784e951325b54f911c3c82bde5b3d6810459c3
2102129_corr,3b3df8387a7924c966c87662d4d2547e5c0fb662
2410119_corr,2aac97b85bfb33c0bae35be23b02238c79a937d7
1699192_corr,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
2207401_corr,217c25a7dc4380f12497edf4d7d013d11195c005
1713172_corr,0073395c4fec448b21963cf06ab01b671ccaaac3
2856719_corr,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
2019538_corr,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
105033100_corr,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
34580886_corr,6008ea0ff9406834436c2ab39dca17390f978a23
2102129_corr,212d1c7cfad4d8dae39deb669337cb46b0274d78
